year,substance,emit_way,unit,quantity
2001,Acetophenone,Releases to Air,grams,2329000
2002,Acetophenone,Releases to Air,grams,2061999.9999999998
2003,Acetophenone,Releases to Air,grams,2265000
2004,Acetophenone,Releases to Air,grams,2227000
2005,Acetophenone,Releases to Air,grams,2519000
2006,Acetophenone,Releases to Air,grams,2520000
2007,Acetophenone,Releases to Air,grams,3370000
2008,Acetophenone,Releases to Air,grams,2429000
2009,Acetophenone,Releases to Air,grams,1603000
2017,Acetophenone,Releases to Air,grams,10080000
2018,Acetophenone,Releases to Air,grams,147000
2020,Acetophenone,Releases to Air,grams,5013400
2021,Acetophenone,Releases to Air,grams,35626000
2022,Acetophenone,Releases to Air,grams,38292000
2000,Acrolein,Releases to Air,grams,96019000
2001,Acrolein,Releases to Air,grams,123022000
2002,Acrolein,Releases to Air,grams,57737000
2003,Acrolein,Releases to Air,grams,245922000
2004,Acrolein,Releases to Air,grams,300781000
2005,Acrolein,Releases to Air,grams,188177000
2006,Acrolein,Releases to Air,grams,184074000
2007,Acrolein,Releases to Air,grams,133024000
2008,Acrolein,Releases to Air,grams,119406000
2009,Acrolein,Releases to Air,grams,85500000
2010,Acrolein,Releases to Air,grams,114942500
2011,Acrolein,Releases to Air,grams,70289800
2012,Acrolein,Releases to Air,grams,52973500
2013,Acrolein,Releases to Air,grams,109940900
2014,Acrolein,Releases to Air,grams,102040500
2015,Acrolein,Releases to Air,grams,88511800
2016,Acrolein,Releases to Air,grams,105023000
2017,Acrolein,Releases to Air,grams,92863700
2018,Acrolein,Releases to Air,grams,61107900
2019,Acrolein,Releases to Air,grams,32282000
2020,Acrolein,Releases to Air,grams,17839296
2021,Acrolein,Releases to Air,grams,18876802
2022,Acrolein,Releases to Air,grams,38071000
1993,Acrylamide,Releases to Air,grams,3554000
1994,Acrylamide,Releases to Air,grams,897000
1995,Acrylamide,Releases to Air,grams,314000
1996,Acrylamide,Releases to Air,grams,356000
1997,Acrylamide,Releases to Air,grams,327000
1998,Acrylamide,Releases to Air,grams,230000
1999,Acrylamide,Releases to Air,grams,260000
2000,Acrylamide,Releases to Air,grams,125000
2001,Acrylamide,Releases to Air,grams,102000
2002,Acrylamide,Releases to Air,grams,94000
2003,Acrylamide,Releases to Air,grams,106000
2004,Acrylamide,Releases to Air,grams,161000
2005,Acrylamide,Releases to Air,grams,169000
2006,Acrylamide,Releases to Air,grams,177000
2007,Acrylamide,Releases to Air,grams,5000
2008,Acrylamide,Releases to Air,grams,7000
2009,Acrylamide,Releases to Air,grams,4000
2010,Acrylamide,Releases to Air,grams,3000
2022,Acrylamide,Releases to Air,grams,13459
1993,Acrylic acid (and its salts),Releases to Air,grams,1605000
1994,Acrylic acid (and its salts),Releases to Air,grams,139000
1995,Acrylic acid (and its salts),Releases to Air,grams,674000
1996,Acrylic acid (and its salts),Releases to Air,grams,221000
1997,Acrylic acid (and its salts),Releases to Air,grams,241000
1998,Acrylic acid (and its salts),Releases to Air,grams,134000
1999,Acrylic acid (and its salts),Releases to Air,grams,416000
2000,Acrylic acid (and its salts),Releases to Air,grams,383000
2001,Acrylic acid (and its salts),Releases to Air,grams,363000
2002,Acrylic acid (and its salts),Releases to Air,grams,205000
2003,Acrylic acid (and its salts),Releases to Air,grams,387000
2004,Acrylic acid (and its salts),Releases to Air,grams,296000
2005,Acrylic acid (and its salts),Releases to Air,grams,270000
2006,Acrylic acid (and its salts),Releases to Air,grams,300000
2007,Acrylic acid (and its salts),Releases to Air,grams,110000
2008,Acrylic acid (and its salts),Releases to Air,grams,60000
2009,Acrylic acid (and its salts),Releases to Air,grams,26000
2010,Acrylic acid (and its salts),Releases to Air,grams,18600
2011,Acrylic acid (and its salts),Releases to Air,grams,24000
2012,Acrylic acid (and its salts),Releases to Air,grams,21000
2015,Acrylic acid (and its salts),Releases to Air,grams,3000
2016,Acrylic acid (and its salts),Releases to Air,grams,5000
2017,Acrylic acid (and its salts),Releases to Air,grams,6000
2018,Acrylic acid (and its salts),Releases to Air,grams,6100
2019,Acrylic acid (and its salts),Releases to Air,grams,13740800
2020,Acrylic acid (and its salts),Releases to Air,grams,13974790
2021,Acrylic acid (and its salts),Releases to Air,grams,14334970
2022,Acrylic acid (and its salts),Releases to Air,grams,8885226
1993,Acrylonitrile,Releases to Air,grams,18630000
1994,Acrylonitrile,Releases to Air,grams,18269000
1995,Acrylonitrile,Releases to Air,grams,15017000
1996,Acrylonitrile,Releases to Air,grams,10390000
1997,Acrylonitrile,Releases to Air,grams,5190000
1998,Acrylonitrile,Releases to Air,grams,4950000
1999,Acrylonitrile,Releases to Air,grams,8185000
2000,Acrylonitrile,Releases to Air,grams,5998000
2001,Acrylonitrile,Releases to Air,grams,8686000
2002,Acrylonitrile,Releases to Air,grams,7908000
2003,Acrylonitrile,Releases to Air,grams,8546000
2004,Acrylonitrile,Releases to Air,grams,10609750
2005,Acrylonitrile,Releases to Air,grams,20046000
2006,Acrylonitrile,Releases to Air,grams,31895000
2007,Acrylonitrile,Releases to Air,grams,17378000
2008,Acrylonitrile,Releases to Air,grams,10141000
2009,Acrylonitrile,Releases to Air,grams,5087000
2010,Acrylonitrile,Releases to Air,grams,4364200
2011,Acrylonitrile,Releases to Air,grams,5649800
2012,Acrylonitrile,Releases to Air,grams,3860200
2013,Acrylonitrile,Releases to Air,grams,3487200
2014,Acrylonitrile,Releases to Air,grams,6058800
2015,Acrylonitrile,Releases to Air,grams,6512900
2016,Acrylonitrile,Releases to Air,grams,3583030
2017,Acrylonitrile,Releases to Air,grams,4666000
2018,Acrylonitrile,Releases to Air,grams,5354880
2019,Acrylonitrile,Releases to Air,grams,5554320
2020,Acrylonitrile,Releases to Air,grams,6110973.7
2021,Acrylonitrile,Releases to Air,grams,5260616
2022,Acrylonitrile,Releases to Air,grams,5073175
2008,"Alkanes, C10-13, chloro",Releases to Air,grams,0
2008,Allyl alcohol,Releases to Air,grams,2500000
2011,Allyl alcohol,Releases to Air,grams,33000
2018,Allyl alcohol,Releases to Air,grams,21600
2019,Allyl alcohol,Releases to Air,grams,19000
2020,Allyl alcohol,Releases to Air,grams,42700
2021,Allyl alcohol,Releases to Air,grams,14200
2022,Allyl alcohol,Releases to Air,grams,19000
1993,Aluminum (fume or dust only),Releases to Air,grams,134025000
1994,Aluminum (fume or dust only),Releases to Air,grams,27835000
1995,Aluminum (fume or dust only),Releases to Air,grams,21916000
1996,Aluminum (fume or dust only),Releases to Air,grams,18762000
1997,Aluminum (fume or dust only),Releases to Air,grams,62897000
1998,Aluminum (fume or dust only),Releases to Air,grams,28316000
1999,Aluminum (fume or dust only),Releases to Air,grams,48722000
2000,Aluminum (fume or dust only),Releases to Air,grams,48354000
2001,Aluminum (fume or dust only),Releases to Air,grams,50069000
2002,Aluminum (fume or dust only),Releases to Air,grams,53737000
2003,Aluminum (fume or dust only),Releases to Air,grams,186172000
2004,Aluminum (fume or dust only),Releases to Air,grams,381616000
2005,Aluminum (fume or dust only),Releases to Air,grams,434446000
2006,Aluminum (fume or dust only),Releases to Air,grams,379836000
2007,Aluminum (fume or dust only),Releases to Air,grams,511986860
2008,Aluminum (fume or dust only),Releases to Air,grams,665217860
2009,Aluminum (fume or dust only),Releases to Air,grams,404453000
2010,Aluminum (fume or dust only),Releases to Air,grams,716072400
2011,Aluminum (fume or dust only),Releases to Air,grams,200264900
2012,Aluminum (fume or dust only),Releases to Air,grams,280349800
2013,Aluminum (fume or dust only),Releases to Air,grams,137744100
2014,Aluminum (fume or dust only),Releases to Air,grams,95626400
2015,Aluminum (fume or dust only),Releases to Air,grams,125158100
2016,Aluminum (fume or dust only),Releases to Air,grams,98113700
2017,Aluminum (fume or dust only),Releases to Air,grams,93807600
2018,Aluminum (fume or dust only),Releases to Air,grams,80950200
2019,Aluminum (fume or dust only),Releases to Air,grams,85250831
2020,Aluminum (fume or dust only),Releases to Air,grams,82858938
2021,Aluminum (fume or dust only),Releases to Air,grams,153300569
2022,Aluminum (fume or dust only),Releases to Air,grams,78811869
1993,Aluminum oxide (fibrous forms only),Releases to Air,grams,5730000
1995,Aluminum oxide (fibrous forms only),Releases to Air,grams,3189000
1996,Aluminum oxide (fibrous forms only),Releases to Air,grams,262000
1997,Aluminum oxide (fibrous forms only),Releases to Air,grams,2229000
1999,Aluminum oxide (fibrous forms only),Releases to Air,grams,1000
2002,Aluminum oxide (fibrous forms only),Releases to Air,grams,4913000
2003,Aluminum oxide (fibrous forms only),Releases to Air,grams,304000
2004,Aluminum oxide (fibrous forms only),Releases to Air,grams,8616000
2005,Aluminum oxide (fibrous forms only),Releases to Air,grams,1804000
2006,Aluminum oxide (fibrous forms only),Releases to Air,grams,3880000
2007,Aluminum oxide (fibrous forms only),Releases to Air,grams,1289000
2008,Aluminum oxide (fibrous forms only),Releases to Air,grams,1521000
2009,Aluminum oxide (fibrous forms only),Releases to Air,grams,674000
2010,Aluminum oxide (fibrous forms only),Releases to Air,grams,240000
2011,Aluminum oxide (fibrous forms only),Releases to Air,grams,135700
2012,Aluminum oxide (fibrous forms only),Releases to Air,grams,3100
2013,Aluminum oxide (fibrous forms only),Releases to Air,grams,36000
2014,Aluminum oxide (fibrous forms only),Releases to Air,grams,0
2018,Aluminum oxide (fibrous forms only),Releases to Air,grams,92600
2019,Aluminum oxide (fibrous forms only),Releases to Air,grams,235900
2020,Aluminum oxide (fibrous forms only),Releases to Air,grams,14467948
2021,Aluminum oxide (fibrous forms only),Releases to Air,grams,8746640
2022,Aluminum oxide (fibrous forms only),Releases to Air,grams,1912456
1995,Ammonia (total),Releases to Air,grams,18949223000
1996,Ammonia (total),Releases to Air,grams,18510200000
1997,Ammonia (total),Releases to Air,grams,17762143000
1998,Ammonia (total),Releases to Air,grams,19137565000
1999,Ammonia (total),Releases to Air,grams,17327246000
2000,Ammonia (total),Releases to Air,grams,17388392000
2001,Ammonia (total),Releases to Air,grams,14797954000
2002,Ammonia (total),Releases to Air,grams,17548883000
2003,Ammonia (total),Releases to Air,grams,17068726000
2004,Ammonia (total),Releases to Air,grams,18971937000
2005,Ammonia (total),Releases to Air,grams,19316192000
2006,Ammonia (total),Releases to Air,grams,21784604000
2007,Ammonia (total),Releases to Air,grams,21044131000
2008,Ammonia (total),Releases to Air,grams,20132070000
2009,Ammonia (total),Releases to Air,grams,18984896000
2010,Ammonia (total),Releases to Air,grams,18461811900
2011,Ammonia (total),Releases to Air,grams,18382078000
2012,Ammonia (total),Releases to Air,grams,17912493000
2013,Ammonia (total),Releases to Air,grams,18358252100
2014,Ammonia (total),Releases to Air,grams,18474238400
2015,Ammonia (total),Releases to Air,grams,17684850700
2016,Ammonia (total),Releases to Air,grams,18431978500
2017,Ammonia (total),Releases to Air,grams,17362392100
2018,Ammonia (total),Releases to Air,grams,18353288700
2019,Ammonia (total),Releases to Air,grams,17986146544
2020,Ammonia (total),Releases to Air,grams,18527970240
2021,Ammonia (total),Releases to Air,grams,17971498117
2022,Ammonia (total),Releases to Air,grams,17954951816
1993,Ammonium nitrate (solution),Releases to Air,grams,212000000
1994,Ammonium nitrate (solution),Releases to Air,grams,335148000
1993,Ammonium sulfate (solution),Releases to Air,grams,112500000
1994,Ammonium sulfate (solution),Releases to Air,grams,142798000
1994,Aniline (and its salts),Releases to Air,grams,5000
1995,Aniline (and its salts),Releases to Air,grams,5000
1996,Aniline (and its salts),Releases to Air,grams,5000
1997,Aniline (and its salts),Releases to Air,grams,11000
1998,Aniline (and its salts),Releases to Air,grams,31000
1999,Aniline (and its salts),Releases to Air,grams,366000
2000,Aniline (and its salts),Releases to Air,grams,440000
2001,Aniline (and its salts),Releases to Air,grams,374000
2002,Aniline (and its salts),Releases to Air,grams,262000
2003,Aniline (and its salts),Releases to Air,grams,12000
2004,Aniline (and its salts),Releases to Air,grams,1000
2005,Aniline (and its salts),Releases to Air,grams,1000
2006,Aniline (and its salts),Releases to Air,grams,0
2007,Aniline (and its salts),Releases to Air,grams,24000
2008,Aniline (and its salts),Releases to Air,grams,25000
2009,Aniline (and its salts),Releases to Air,grams,20000
2010,Aniline (and its salts),Releases to Air,grams,14900
2011,Aniline (and its salts),Releases to Air,grams,1100
2012,Aniline (and its salts),Releases to Air,grams,1200
2013,Aniline (and its salts),Releases to Air,grams,2000
2022,Aniline (and its salts),Releases to Air,grams,1000
1993,Anthracene,Releases to Air,grams,10040000
1994,Anthracene,Releases to Air,grams,1901000
1995,Anthracene,Releases to Air,grams,2080000
1996,Anthracene,Releases to Air,grams,2876000
1997,Anthracene,Releases to Air,grams,3851000
1998,Anthracene,Releases to Air,grams,1617000
1999,Anthracene,Releases to Air,grams,1093000
2000,Anthracene,Releases to Air,grams,4828000
2001,Anthracene,Releases to Air,grams,9751000
2002,Anthracene,Releases to Air,grams,9092000
2003,Anthracene,Releases to Air,grams,6415000
2004,Anthracene,Releases to Air,grams,2223000
2005,Anthracene,Releases to Air,grams,3179000
2006,Anthracene,Releases to Air,grams,13942000
2007,Anthracene,Releases to Air,grams,11695000
2008,Anthracene,Releases to Air,grams,13269000
2009,Anthracene,Releases to Air,grams,11486000
2010,Anthracene,Releases to Air,grams,10023000
2011,Anthracene,Releases to Air,grams,21014600
2012,Anthracene,Releases to Air,grams,22111200
2013,Anthracene,Releases to Air,grams,17972800
2014,Anthracene,Releases to Air,grams,24934200
2015,Anthracene,Releases to Air,grams,10514300
2016,Anthracene,Releases to Air,grams,8456500
2017,Anthracene,Releases to Air,grams,9844400
2018,Anthracene,Releases to Air,grams,9949042.1
2019,Anthracene,Releases to Air,grams,10746684.869
2020,Anthracene,Releases to Air,grams,10376173.099
2021,Anthracene,Releases to Air,grams,9325372.383
2022,Anthracene,Releases to Air,grams,7751189.473
1993,Antimony (and its compounds),Releases to Air,grams,13150000
1994,Antimony (and its compounds),Releases to Air,grams,10859000
1995,Antimony (and its compounds),Releases to Air,grams,17724000
1996,Antimony (and its compounds),Releases to Air,grams,10008000
1997,Antimony (and its compounds),Releases to Air,grams,6301000
1998,Antimony (and its compounds),Releases to Air,grams,9299000
1999,Antimony (and its compounds),Releases to Air,grams,7526000
2000,Antimony (and its compounds),Releases to Air,grams,5808000
2001,Antimony (and its compounds),Releases to Air,grams,14033000
2002,Antimony (and its compounds),Releases to Air,grams,4850000
2003,Antimony (and its compounds),Releases to Air,grams,4747000
2004,Antimony (and its compounds),Releases to Air,grams,5933000
2005,Antimony (and its compounds),Releases to Air,grams,1247000
2006,Antimony (and its compounds),Releases to Air,grams,954000
2007,Antimony (and its compounds),Releases to Air,grams,1088000
2008,Antimony (and its compounds),Releases to Air,grams,1156000
2009,Antimony (and its compounds),Releases to Air,grams,1413000
2010,Antimony (and its compounds),Releases to Air,grams,1749400
2011,Antimony (and its compounds),Releases to Air,grams,1149500
2012,Antimony (and its compounds),Releases to Air,grams,362700
2013,Antimony (and its compounds),Releases to Air,grams,498700
2014,Antimony (and its compounds),Releases to Air,grams,536500
2015,Antimony (and its compounds),Releases to Air,grams,614600
2016,Antimony (and its compounds),Releases to Air,grams,2661700
2017,Antimony (and its compounds),Releases to Air,grams,2553900
2018,Antimony (and its compounds),Releases to Air,grams,2612100
2019,Antimony (and its compounds),Releases to Air,grams,2494086
2020,Antimony (and its compounds),Releases to Air,grams,2032579
2021,Antimony (and its compounds),Releases to Air,grams,6758000
2022,Antimony (and its compounds),Releases to Air,grams,1068048
1993,Arsenic (and its compounds),Releases to Air,grams,71621000
1994,Arsenic (and its compounds),Releases to Air,grams,133020000
1995,Arsenic (and its compounds),Releases to Air,grams,91480000
1996,Arsenic (and its compounds),Releases to Air,grams,145670000
1997,Arsenic (and its compounds),Releases to Air,grams,166074000
1998,Arsenic (and its compounds),Releases to Air,grams,172981000
1999,Arsenic (and its compounds),Releases to Air,grams,180404000
2000,Arsenic (and its compounds),Releases to Air,grams,164796000
2001,Arsenic (and its compounds),Releases to Air,grams,205927000
2002,Arsenic (and its compounds),Releases to Air,grams,163580435
2003,Arsenic (and its compounds),Releases to Air,grams,134157719
2004,Arsenic (and its compounds),Releases to Air,grams,144499442
2005,Arsenic (and its compounds),Releases to Air,grams,80799659
2006,Arsenic (and its compounds),Releases to Air,grams,79954681
2007,Arsenic (and its compounds),Releases to Air,grams,81130405
2008,Arsenic (and its compounds),Releases to Air,grams,72883616
2009,Arsenic (and its compounds),Releases to Air,grams,64697169
2010,Arsenic (and its compounds),Releases to Air,grams,48608714.2
2011,Arsenic (and its compounds),Releases to Air,grams,37259219.2
2012,Arsenic (and its compounds),Releases to Air,grams,36911407.1
2013,Arsenic (and its compounds),Releases to Air,grams,37134890.8
2014,Arsenic (and its compounds),Releases to Air,grams,48825084.2
2015,Arsenic (and its compounds),Releases to Air,grams,46606536.3
2016,Arsenic (and its compounds),Releases to Air,grams,42997808.5
2017,Arsenic (and its compounds),Releases to Air,grams,35512386.6
2018,Arsenic (and its compounds),Releases to Air,grams,38990653.186
2019,Arsenic (and its compounds),Releases to Air,grams,25665715.769
2020,Arsenic (and its compounds),Releases to Air,grams,25576917.381
2021,Arsenic (and its compounds),Releases to Air,grams,44525999.812
2022,Arsenic (and its compounds),Releases to Air,grams,21555563.272
1993,Asbestos,Releases to Air,grams,130000
1994,Asbestos,Releases to Air,grams,577000
1995,Asbestos (friable form only),Releases to Air,grams,1147000
1996,Asbestos (friable form only),Releases to Air,grams,886000
1999,Asbestos (friable form only),Releases to Air,grams,0
2000,Asbestos (friable form only),Releases to Air,grams,0
2001,Asbestos (friable form only),Releases to Air,grams,0
2002,Asbestos (friable form only),Releases to Air,grams,0
2003,Asbestos (friable form only),Releases to Air,grams,0
2004,Asbestos (friable form only),Releases to Air,grams,0
2005,Asbestos (friable form only),Releases to Air,grams,0
2006,Asbestos (friable form only),Releases to Air,grams,0
2007,Asbestos (friable form only),Releases to Air,grams,0
2008,Asbestos (friable form only),Releases to Air,grams,0
2009,Asbestos (friable form only),Releases to Air,grams,0
2010,Asbestos (friable form only),Releases to Air,grams,2881200
2000,Benz[a]anthracene,Releases to Air,grams,29047792
2001,Benz[a]anthracene,Releases to Air,grams,28940798
2002,Benz[a]anthracene,Releases to Air,grams,19723114
2003,Benz[a]anthracene,Releases to Air,grams,19903637
2004,Benz[a]anthracene,Releases to Air,grams,13359579
2005,Benz[a]anthracene,Releases to Air,grams,14250534
2006,Benz[a]anthracene,Releases to Air,grams,16632853
2007,Benz[a]anthracene,Releases to Air,grams,12032230
